STUDENT_ID	PRE_STATE	ACTION	POST_STATE
KARL-3	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	ADD	"Q>T,Pv~Q,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KARL-3	"Q>T,Pv~Q,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KARL-3	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	ADD	"Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KARL-3	"Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KARL-3	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	CD	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KARL-3	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	CONJ	"S&S,S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KARL-3	"S&S,S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	Del	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KARL-3	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	CONJ	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KARL-3	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"S,Q>T,~T&S,~T,~R,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KIMCLAUG-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"
KIMCLAUG-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
KIMCLAUG-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	CD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"
KIMCLAUG-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"
KIMCLAUG-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
KIMCLAUG-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KIMCLAUG-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MT	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KIMCLAUG-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
KIMCLAUG-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"
KIMCLAUG-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"	INST	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
KIMCLAUG-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	CONJ	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
KIMCLAUG-2	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	MP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
KIMCLAUG-2	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
KIMCLAUG-2	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	CD	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"
KIMCLAUG-2	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"	INST	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&(r>N),(~T&S)vr\~RvN#"
KIMCLAUG-2	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&(r>N),(~T&S)vr\~RvN#"	INST	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&(~R>N),(~T&S)v~R\~RvN#"
KIMCLAUG-2	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&(~R>N),(~T&S)v~R\~RvN#"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
KIMCLAUG-2	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@N\~RvN#"
KIMCLAUG-2	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@N\~RvN#"	Del	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
MMILLS36-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
MMILLS36-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"
MMILLS36-0	"Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"	MP	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"
MMILLS36-0	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"	CONJ	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"
MMILLS36-0	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"	MP	"S,Q>T,~T&S,~T,~R,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"
MMILLS36-0	"S,Q>T,~T&S,~T,~R,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"	ADD	"S,Q>T,~T&S,~T,~RvN,~R,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@"
MLEL-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"
MLEL-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
MLEL-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MLEL-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"
MLEL-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
MLEL-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	CONJ	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
MLEL-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	MP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
MLEL-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
MLEL-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
MLEL-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
SEAGNER-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"
SEAGNER-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
SEAGNER-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
SEAGNER-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"
SEAGNER-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
SEAGNER-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	CONJ	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
SEAGNER-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	MP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
SEAGNER-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
SEAGNER-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
SEAGNER-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
SEAGNER-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
SEAGNER-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
SEAGNER-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	ADD	"Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
SEAGNER-1	"Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
SEAGNER-1	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	CONJ	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
SEAGNER-1	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"S,Q>T,~T&S,~T,~R,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
JKLONG1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
JKLONG1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
JKLONG1-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	MP	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
JKLONG1-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	DS	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
JKLONG1-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	DEM	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
JKLONG1-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	SIMP	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
JKLONG1-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	SIMP	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
JKLONG1-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"	MP	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@"
MALEXA34-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-0	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	ADD	"Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-0	"Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-0	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	ADD	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-0	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	CONJ	"S&~T,S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-0	"S&~T,S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MT	"S&~T,S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-0	"S&~T,S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"S&~T,S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-0	"S&~T,S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	Del	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-0	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"
MALEXA34-0	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"	INST	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
MALEXA34-0	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	ADD	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
MALEXA34-0	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	CONJ	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
MALEXA34-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-1	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MT	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
MALEXA34-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"
MALEXA34-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"	INST	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
MALEXA34-1	"Q>T,~T,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	ADD	"Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
MALEXA34-1	"Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	MP	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
MALEXA34-1	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	CONJ	"S&~T,S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
MALEXA34-1	"S&~T,S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	Del	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
MALEXA34-1	"S,Q>T,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	CONJ	"S,Q>T,~T&S,~T,~QvP,~Q,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	CD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&(r>N),(~T&S)vr\~RvN#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&(r>N),(~T&S)vr\~RvN#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&(r>N),(~T&S)vr\~RvN#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&(r>N),(~T&S)vr\~RvN#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&(r>N),(~T&S)vr\~RvN#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&(r>N),(~T&S)vr\~RvN#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&((~Q&P)>N),(~T&S)v(~Q&P)\~RvN#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@((~T&S)>~R)&((~Q&P)>N),(~T&S)v(~Q&P)\~RvN#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	MT	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@N\~RvN#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(T&S)>~R,T&S\~R#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(T&S)>~R,T&S\~R#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#"	MP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>~R,p\~R#~R\~RvN#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~R\~RvN#(~T&S)>~R,~T&S\~R#"	CONJ	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	MP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@p>S,p\S#~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"	MT	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"	CONJ	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"	ADD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"	MT	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@Q>q,~q\~Q#~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
LHAGER1-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@Q>q,~q\~Q#~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@Q>T,~T\~Q#~T,S\~T&S#~R\~RvN#~Q\~QvP#(~T&S)>~R,~T&S\~R#(~QvP)>S,~QvP\S#"
CMEGENBI-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"	CD	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"
CMEGENBI-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"	MT	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"
CMEGENBI-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"	SIMP	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"
CMEGENBI-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(p>~R)&(r>N),pvr\~RvN#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(~T>~R)&(r>N),~Tvr\~RvN#"
CMEGENBI-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(~T>~R)&(r>N),~Tvr\~RvN#"	INST	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(~T>~R)&(S>N),~TvS\~RvN#"
CMEGENBI-0	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@(~T>~R)&(S>N),~TvS\~RvN#"	Del	"Q>T,~T,(~T&S)>~R,(~QvP)>S,@"
